id,price
5570,2058379.0
3356,1177690.6
3551,1767928.6
2211,370521.7
4640,1122820.8
6800,1419357.0
1256,1021717.0
3083,1226288.6
5764,3970666.0
6944,1223298.4
4786,1585932.6
5211,1555921.0
6878,3058785.8
2532,3116563.8
7086,1198199.2
6729,1766551.6
4590,1742017.2
6411,1532852.2
5994,1538330.8
1772,1602704.6
2488,800046.44
4549,1520347.8
6036,1130601.2
5270,1649032.0
3186,2525032.8
6346,1491388.1
4698,1565640.8
3024,1602695.5
99,1608100.0
5651,1209224.1
1399,2116529.0
5290,1101331.2
5608,2504563.5
119,439017.66
3277,1149958.6
3629,3332640.0
1826,1202238.6
6177,1117208.8
5710,3262924.0
2702,2638007.5
1717,1949754.2
4484,1443011.2
7074,2382493.5
6190,2510259.5
3067,1543603.6
4970,2587067.8
4536,1172092.9
2524,2932896.5
2762,865685.4
799,1654666.9
5219,2741056.8
5370,2224649.5
3184,892729.25
2498,1841409.8
5199,3268177.8
4609,1218386.2
6187,3215224.2
1206,817717.2
3643,2243321.0
3954,2157841.8
6969,1042160.75
6663,1885816.6
6689,1549883.1
1259,3086688.8
5389,1693101.9
2051,787996.0
5004,1897957.2
6986,1869492.9
270,998161.25
6356,2979671.2
6477,1548501.8
5962,2562173.2
6158,1415586.9
901,2175097.8
1302,866812.25
1117,699307.75
6285,6194258.0
3325,1167278.4
589,923615.75
801,1117226.9
1813,1262331.1
4422,4777303.0
341,3546930.8
4482,1593310.9
1303,1923042.1
1218,501206.72
2964,772765.8
1237,567492.4
2959,921127.25
5497,1700391.6
3316,1691341.2
1816,1019175.06
4606,1715209.4
6886,4632317.0
185,908813.56
5061,1275564.1
572,676047.94
1714,828005.06
418,638725.94
4677,1886921.1
4612,2431268.8
1676,735938.0
4812,2316992.0
123,579280.94
5284,1337335.8
2678,2046224.6
6550,1860778.9
2139,2275011.2
4524,2000254.0
461,1479646.6
2144,1875339.2
3061,2439083.5
2467,1351748.1
4051,2063603.2
3062,2108516.8
1847,810983.9
1426,1221769.9
4910,1974602.6
5278,1422879.4
3084,1178985.2
1733,2352101.8
2951,3479893.0
2132,1184678.1
4874,3226417.2
6648,1864310.1
2672,613552.94
2977,435744.94
3386,1824591.5
6494,1202218.0
3429,983042.4
1769,2318495.0
5373,2241432.8
1207,895441.56
4307,1556189.6
4345,2562830.5
2725,1130238.0
1593,699914.2
1689,734357.75
1057,2070196.8
903,1307700.1
4382,1756907.9
5017,2522373.2
1378,1416056.8
585,584123.4
3836,3931715.0
5765,3175130.2
5088,2934905.5
3093,2466089.0
6484,1512310.5
1433,1690312.5
3252,1679237.2
5358,1685808.0
2020,1059112.6
6428,4952321.0
5203,3229292.2
4912,1834855.4
3950,3286537.2
2138,939889.9
5123,1258475.0
5755,2667536.0
7025,1450039.9
4819,5146133.0
6804,1594606.0
2160,1642985.2
74,729144.8
4034,3070107.5
4220,1496213.2
5743,2532216.8
2300,2305361.0
4648,3790259.8
6208,1172697.8
4254,520188.88
794,2319304.5
5458,2456219.2
3045,1344441.9
3164,982430.4
5415,2630907.5
3754,490072.28
3127,4449200.5
6406,1464659.5
2284,750968.6
4955,1131997.4
4951,2472548.5
5905,1186732.8
3734,1571506.1
1868,638403.8
3088,1137575.1
5133,2207989.8
7055,1864861.4
486,801792.5
2184,1137376.6
1265,2034392.2
1244,1116471.8
4795,3039170.2
4803,1800596.9
1205,1041405.7
1848,1437942.1
1615,3204317.8
5924,1495373.0
5018,1911050.8
6489,1125867.0
2088,542970.44
5499,3356837.8
5150,1203367.4
3091,780531.6
1672,769932.94
294,556736.4
1379,1206540.1
3488,802024.25
1653,1049325.2
1018,1944185.8
3730,2256441.8
3446,2236739.2
4212,1478272.8
2055,856484.8
21,1632512.9
1980,1095145.6
1567,2192709.2
4037,1795399.6
5657,1400170.5
2008,1971364.4
91,757842.25
4928,3020651.2
438,2042487.1
5623,1177329.0
5489,1106279.9
2069,798675.0
3505,623549.75
3774,1831870.8
5375,2521146.8
7050,2218992.0
6584,2540365.5
4589,4955070.5
534,2402162.2
4446,1827423.1
6083,2363335.2
4466,2222889.2
3720,3408074.8
3539,588990.56
562,901467.6
4369,1379167.8
2660,2656834.8
162,590729.94
6042,1120645.9
2099,1068698.8
139,2071931.0
473,883524.3
500,923293.44
5785,1065764.4
4755,1721774.6
6820,1417217.2
3498,1099951.0
6845,1654409.6
2911,1597371.6
3173,1855277.0
973,2484553.8
3877,1260984.8
1202,970354.3
2497,2775148.0
2572,1694507.2
951,1980354.5
144,1429887.6
4278,1808220.0
5356,1744862.1
386,1623930.6
5935,3748643.0
728,1344061.1
1875,802021.94
3824,2428344.2
6856,1361666.9
624,2837693.2
2988,596312.6
2832,765102.75
2079,536989.7
4224,769389.0
210,603569.7
4308,1384392.6
3128,2375820.5
1394,1873680.2
4100,2394468.0
1695,1744236.5
5149,952867.25
4897,1400197.2
2313,1115237.2
1551,877902.75
6282,7154954.0
4859,2879174.2
6651,1167206.0
6639,2772714.2
5493,1305558.0
3154,1762610.5
3799,4705315.0
6634,1328099.5
3242,1153832.0
2657,893256.4
2551,2099255.2
6768,1292160.5
4143,1813451.0
3464,1994216.1
3400,1625043.0
1541,2483727.0
1263,863719.44
3859,4884832.0
2745,1919623.0
2291,1617713.6
3834,1216091.2
4396,1180921.9
3625,944099.56
3243,980484.44
1332,710623.1
6009,1325804.0
698,1010297.2
4050,2898641.5
3251,1537827.6
6987,1590374.9
3346,1381384.4
3119,499418.4
1102,697217.44
3815,1964182.6
2785,2880174.0
5792,2466973.2
1739,887607.6
5393,1412444.8
6567,1389783.2
3364,1581813.5
3332,597582.1
3361,472303.03
419,970573.6
417,899296.06
6318,2391816.0
3233,1061772.4
3511,902357.9
5642,1892069.4
1247,593310.1
6162,1599397.4
6163,1536792.6
2698,1191845.6
4311,3211479.5
2979,1525784.5
4583,1861872.4
576,737176.44
2506,2340662.8
4208,1803812.6
5677,3242843.8
6590,1213424.5
2675,2385046.5
3878,1083149.9
3778,1332512.0
1576,1482529.4
4981,4881251.0
1493,2463087.5
3705,2471150.5
2904,2090207.6
4743,2118609.0
6135,2487638.5
4532,1897412.6
2062,472412.03
6131,1561358.4
5449,1181053.6
4015,1211008.2
5788,4084420.2
4438,1372459.1
2168,570489.9
3543,1967465.2
3656,1033516.2
4610,3333279.0
5109,1179728.6
3804,2339642.8
1867,1110496.4
5979,1990423.6
4530,1647760.1
6148,2515563.0
5467,3381543.2
5946,2960659.0
1501,2152976.2
575,2321674.5
4853,1443190.2
3482,1741882.8
3042,2657927.0
3740,1257867.9
3181,496964.44
2535,805684.8
1865,1056081.8
5564,3134286.5
856,752205.75
7043,2665341.5
5396,1125380.8
5291,1245311.2
369,1078974.4
6453,1773093.8
5249,4488074.5
7061,1207292.9
6267,1451483.0
3908,1853413.1
4719,1100193.4
5054,1976396.1
5349,2102112.0
3053,2115927.8
958,1472919.6
4978,974345.4
971,817201.1
7058,1430565.6
1445,781816.0
616,1076816.6
4117,2150013.2
4552,1122872.1
3275,981326.4
921,1533854.0
7064,1258754.8
1626,1538580.2
2059,554459.0
192,1395426.2
6149,2376081.0
5941,3645418.8
5490,1341570.4
5961,2459920.8
1341,1822098.0
2166,987770.25
4504,1138123.1
6925,1472776.4
939,1622243.4
175,433503.78
2617,3586489.8
327,2026565.2
4071,903387.7
4757,1089961.9
14,1026275.56
6750,3132054.5
5753,1268800.2
2228,1193167.1
2463,1603053.1
598,1169307.2
6563,1252709.5
4500,1631866.9
209,1635618.8
124,1318288.4
5181,1892080.2
7026,1278667.5
5975,1634988.6
969,2586495.5
4826,2690740.8
387,1647095.6
5430,1195450.9
4097,2925881.8
3832,1688118.2
4210,1482839.1
4053,1804118.8
6609,1849981.9
4029,1902818.0
441,1901149.2
2545,822882.75
1639,1319110.9
7009,2592936.5
5810,3480254.8
4129,3089610.2
1295,417506.8
2586,1014797.06
5918,1134563.1
5318,2270979.2
347,892524.06
2152,1368649.0
2683,699786.06
4086,1779412.2
1906,820111.7
5165,3555916.2
5319,2893203.8
1801,844947.4
4394,1777265.1
2216,545148.1
1882,675500.8
2794,1493768.1
1216,629574.06
7000,1192269.8
6306,1356204.2
2200,1360481.8
370,1447983.6
4174,1211988.0
2316,4041627.2
1558,782566.44
5834,1857920.5
2148,1247672.1
4851,1957784.9
3110,664869.56
4977,1257102.8
5313,3650411.0
4575,1886289.6
4505,3254390.2
6217,1419906.6
5439,1577644.9
1727,1178356.9
6256,1938618.4
581,2363686.8
4285,1115713.9
146,1035105.3
2862,1386578.1
1022,852171.5
2633,1772537.5
5252,2127698.5
3195,1361265.6
2413,3593775.5
429,2210377.0
5960,3853511.0
1233,776185.5
1664,1391620.1
2764,601287.7
5019,1693567.0
3388,1124985.9
4249,1663751.1
842,947871.5
1782,644229.3
6069,1212544.1
4772,1568386.0
4288,1472501.1
5137,3853911.5
732,1072315.8
4475,1025188.75
6409,1364987.5
67,1008606.7
5082,1075062.0
6996,1261322.6
5368,3131687.0
5648,1239013.9
6744,6345276.5
542,1081639.6
2197,1790017.6
886,1573172.1
1794,2160984.2
5746,2098510.5
3171,1473532.2
6030,1279727.6
6402,2688257.8
3013,951275.6
3785,1973619.9
2376,567498.3
3028,789562.9
1944,829611.94
6426,1155353.8
6683,1889409.8
2106,1334382.6
4793,2104862.2
6047,2674964.5
2674,2262002.8
3847,1971135.0
3266,1812005.8
4163,1956495.1
5177,1844044.0
2665,1067705.5
2541,561593.25
4811,1385311.9
4428,2162081.0
1504,509145.22
6578,1271617.9
2986,1074249.4
4832,1393315.9
2559,736619.8
1936,604465.4
5885,1759020.2
5348,2366887.5
3167,1686703.8
2407,728576.25
4987,2684625.0
3919,2370013.8
6682,1941201.0
2957,1780023.2
6171,1253577.1
3301,2041850.2
4729,1781833.8
6466,1605761.4
1735,803529.4
1755,641080.3
3554,1815231.5
2137,594335.7
6211,1577640.4
3073,2274831.2
784,622336.0
2385,1498559.5
1537,1383888.4
6258,3134944.2
5275,1531696.4
1860,723196.7
4574,3277766.8
3923,1790849.1
5076,1464402.5
4431,2043233.2
3253,841289.75
1145,5289732.5
1892,751114.0
511,1074618.2
2065,1142585.2
1975,1554894.5
6229,1336793.8
6535,3925286.0
6771,1526615.6
2307,835715.3
5505,2900486.0
6598,1717397.8
2603,976600.44
4615,2124977.0
1036,1457393.2
3515,1968811.0
941,937422.75
1314,1864432.9
2898,5873303.5
505,1313250.2
6164,1517405.9
168,1930765.8
1701,2584897.5
4113,1438065.6
5593,1569309.1
7048,2122081.0
2937,587683.25
791,745866.75
7044,3455081.8
6737,1090083.5
6851,1663140.4
3227,2583490.2
2425,3117925.2
2149,620475.2
4393,2401376.5
3573,996025.5
2503,748131.44
2901,2236974.0
1560,3259363.0
2602,1000822.56
578,683849.4
5955,2074366.8
3929,1587680.5
6720,1316693.9
2060,517892.6
1967,547699.44
2043,422165.7
5120,1634461.8
993,706234.4
202,764017.75
5444,1679246.9
3189,987438.75
6614,4402913.0
5243,1067382.8
6396,1564606.4
4151,1131093.0
11,687766.4
8,502351.38
3899,1130635.8
6937,1665348.1
2491,1790644.1
6714,1938660.9
1874,824563.8
2879,1920586.2
2914,539739.6
3471,775362.06
2013,406660.78
2721,982501.56
6372,1776910.9
3523,4757171.5
5495,1055864.2
3912,3231775.5
2581,1049075.1
2361,2068188.0
3365,1075537.9
5209,1900906.4
5990,1574764.8
1242,630080.44
4816,1796624.2
2136,1189007.5
4104,1147573.6
934,2217153.8
5283,1239488.9
2097,1605230.1
169,2247409.0
2477,935833.7
7092,1327441.1
6775,1332076.2
5053,2238830.8
532,1877257.4
187,1784978.5
4880,2060623.9
2400,585294.4
2057,848577.25
2799,1500959.5
5189,1221912.0
4450,2644857.0
5212,2103212.8
2858,3731148.5
2083,756543.2
2268,1733674.2
5357,1642914.8
4602,2172367.5
3567,867858.56
3337,1898078.6
6021,2660737.0
271,912404.44
5075,1900416.9
6752,2780228.8
4557,3242070.5
3428,1046239.6
4798,2755238.0
5247,2849220.8
3540,663369.2
1761,675252.2
1034,643019.5
1074,649433.8
5246,1134143.4
2259,2472772.5
1268,428380.2
443,1164645.2
707,3647067.0
6908,2470142.0
3708,2895862.0
6424,1214400.4
3793,1661033.8
2245,979504.06
246,1991566.8
6486,1340052.5
3982,1466654.1
2741,1670932.0
2354,2261362.0
1926,1017565.8
6347,1171429.0
5516,1576044.8
1607,1591846.8
6727,1299517.2
421,800447.9
1962,1044885.56
4083,6522542.0
5868,1905816.4
3596,2192876.5
4463,1262384.1
2171,1209563.2
3232,869492.25
7075,3375923.8
7107,1887725.8
3807,2503424.5
6872,1256392.1
2032,2267460.5
1503,545255.2
3622,1091282.9
5555,1244043.5
2387,595741.94
3695,1013033.4
6842,2129783.2
2667,947760.3
7001,1216372.0
40,2047751.2
2513,829396.8
6338,1372367.5
6862,1168232.8
389,1486412.8
404,1268501.5
564,5651582.0
4048,2996498.2
6196,2441636.5
6541,1733151.9
1982,686996.1
6093,1216230.5
560,1757363.6
912,843487.75
5811,3787773.8
6691,1450518.5
6868,1095932.2
5200,3783795.0
3637,1134756.9
6616,2891405.2
5789,2332168.8
4872,3216303.8
4420,5202029.5
1687,2327376.2
5916,1293738.8
1490,1991813.6
6840,1855073.5
1344,1148726.6
1020,2044266.4
384,2198048.0
1797,692585.75
2744,1093451.8
2000,1394222.4
4533,1936689.1
621,1138268.5
4789,1241185.1
5518,1941288.0
561,991571.06
697,1125139.2
2981,926851.44
2454,1284769.4
641,938871.25
6035,1163494.0
1628,1691049.2
3685,1668107.5
3844,3847532.8
3691,663228.1
2531,3417451.5
1021,1073043.1
282,1596191.4
1837,2574000.0
6885,3786488.0
6261,1983531.8
5031,1973618.0
2130,1683672.8
4961,1140769.1
3385,2684806.8
5972,1847513.5
4656,2026959.6
231,1512773.5
2128,1314012.0
6104,2719448.2
1066,2362231.0
3525,1751029.9
4102,2173897.0
3670,1295485.8
3069,995505.1
1119,1306179.5
1438,902461.2
3659,2310910.2
2998,1828451.6
6155,1764953.6
5315,3401522.2
6383,1089142.1
3886,1218201.5
5645,1911541.1
3564,1282519.4
4381,1936936.6
5999,1464274.0
2791,1030368.94
937,2319194.0
2113,1644112.2
2101,1816026.2
2155,1031723.94
5624,1059324.8
5821,1729057.6
5508,2443903.2
5040,1340962.8
3987,2202181.5
6713,1969731.2
6546,1853227.5
1475,1575449.8
6605,2858365.2
6354,4019176.2
4746,1468903.5
3868,1968948.1
5435,3144010.2
3477,784734.5
1706,1163147.9
